Ball-Number,Commentary,Date and Time,over,ball,runs,happend_on_ball,extra
3.6,"Hazlewood to Rahul, no run, back of a length delivery outside off and has been left alone","Dec 15, 2018 10:32:12 AM",3,6,0.0,,0
3.5,"Hazlewood to Rahul, no run, fuller outside off and has been left alone","Dec 15, 2018 10:31:35 AM",3,5,0.0,,0
3.4,"Hazlewood to Rahul, no run, bangs it in outside off and has been left alone","Dec 15, 2018 10:30:57 AM",3,4,0.0,,0
3.3,"Hazlewood to Rahul, no run, angling in and fuller in length. Rahul gets cramped on the clip and inside edges the ball on to the pads","Dec 15, 2018 10:30:19 AM",3,3,0.0,,0
3.2,"Hazlewood to Rahul, no run, angling in and has been fended away into the off-side","Dec 15, 2018 10:29:38 AM",3,2,0.0,,0
3.1,"Hazlewood to Rahul, no run, nibbling away delivery outside off and has been blocked into the off-side","Dec 15, 2018 10:29:09 AM",3,1,0.0,,0
2.6,"Starc to Vijay, <b>out</b> Bowled!! Told ya! It was coming - the big, booming inswinger. Goes straight through Vijay's defences to rattle the stumps and Starc roars in joy. Australia have struck early as Vijay departs for a duck. Full, pace and had danger written all over it. Swung back in menacingly, Vijay's cemented feet has led to his downfall. Was late in bringing his bat down, expected it to move away but it came back in, goes through the bat-pad gate to disturb the furniture. It will also be <b>lunch</b> with the fall of that wicket. <b>Vijay b Starc 0(12)</b>","Dec 15, 2018 9:48:10 AM",2,6,,W,0
2.5,"Starc to Vijay, no run, <i>146.4kph</i>, Starc is upping his pace. But his line is a little wayward. It's down leg and Vijay misses the glance, off the pad to Paine - who flies across and collects it","Dec 15, 2018 9:47:34 AM",2,5,0.0,,0
2.4,"Starc to Vijay, no run, good line from Starc, slightly closer to off - the back of a length delivery - but it doesn't warrant Vijay to flirt at it. Hoists his bat","Dec 15, 2018 9:46:47 AM",2,4,0.0,,0
2.3,"Starc to Vijay, no run, ""No"" shouts Vijay after tapping it with soft hands to point","Dec 15, 2018 9:46:10 AM",2,3,0.0,,0
2.3,"Starc to Vijay, <b>no ball</b>, short of length and peckering away the sixth stump channel, Vijay lifts his bat and lets it go. Starc has overstepped and it's been called a no-ball","Dec 15, 2018 9:45:44 AM",2,3,,,0
2.2,"Starc to Vijay, no run, <b>142.1kph</b>, Starc is setting the batsman up by hurling the outswinger very full outside off. Easy leave for Vijay, but he must be wary now because there will be one coming in towards him","Dec 15, 2018 9:44:53 AM",2,2,0.0,,0
2.1,"Starc to Rahul, 1 run, pacy inswinger, gets it a bit on leg-stump and Rahul clears his front leg to glance it away to fine leg","Dec 15, 2018 9:44:19 AM",2,1,1.0,,0
1.6,"Hazlewood to Vijay, no run, <b>138.1kph</b>, wafts it fuller and lures Vijay forward. Cleverly gets it to seam away, Vijay didn't bother to cover the line and gets beaten all ends up","Dec 15, 2018 9:43:09 AM",1,6,0.0,,0
1.5,"Hazlewood to Vijay, no run, fuller length and angling in towards middle and leg. Wristed gently to mid-wicket","Dec 15, 2018 9:42:35 AM",1,5,0.0,,0
1.4,"Hazlewood to Vijay, no run, lovely shape from Hazlewood. Pitched on a length, gets it to straighten as the ball held its line with Vijay hanging his bat at that. Whistles past the outside edge","Dec 15, 2018 9:41:55 AM",1,4,0.0,,0
1.3,"Hazlewood to Vijay, no run, short, swerves it on off. Vijay stays back, gets behind the line and defends","Dec 15, 2018 9:41:16 AM",1,3,0.0,,0
1.2,"Hazlewood to Vijay, no run, short of length and kicking up outside off, left alone","Dec 15, 2018 9:40:48 AM",1,2,0.0,,0
1.1,"Hazlewood to Vijay, leg byes, <b>FOUR</b>, that's a poor start from Hazlewood, the inswinger goes awry and Vijay makes him pay. Gets inside the line and tickles it fine to send it away to the fine leg fence. Vijay gets off the mark with a boundary? Nope, it's given as leg-byes. Yikes!","Dec 15, 2018 9:40:21 AM",1,1,,4B,1
0.6,"Starc to Rahul, no run, very full at <i>141.8kph</i>, Rahul spots it early and lifts his bat","Dec 15, 2018 9:39:02 AM",0,6,0.0,,0
0.5,"Starc to Rahul, no run, shows better judgement on this occasion. Nipping back in from a length, venomous bounce after pitching just outside off and Rahul raises his bat upwards. Encouraging carry for Paine","Dec 15, 2018 9:38:18 AM",0,5,0.0,,0
0.4,"Starc to Rahul, no run, dodgy from Rahul. Fuller and curling away outside off, Rahul attempts a feeble push away from his body with no feet. It jags away, beating the outside edge. Nervy..","Dec 15, 2018 9:37:38 AM",0,4,0.0,,0
0.3,"Starc to Rahul, no run, brings it back into the right-hander on a fuller length just outside off, Rahul tackles it by getting a stride forward and defends it neatly","Dec 15, 2018 9:37:01 AM",0,3,0.0,,0
0.2,"Starc to Rahul, no run, shortens his length and gets it to deck away miles outside off, Rahul ignores","Dec 15, 2018 9:36:25 AM",0,2,0.0,,0
0.1,"Starc to Rahul, no run, a full outswinger first up from Starc, just outside off and Rahul gets half-forward, sees it's moving away from him. Keeps his bat inside the line and lets it pass","Dec 15, 2018 9:35:53 AM",0,1,0.0,,0
108.3,"Ishant to Hazlewood, <b>out</b> Caught by Pant!! And gone. Hazlewood bags a first-ball duck and <b>Australia have been bowled out for 326</b>. Two in two for Ishant. On a good length and just outside off, Hazlewood with a tentative poke and outside edge is found once again. Flew to Pant's left, superb reflexes shown by the Indian wicket-keeper diving and nestling in his gloves. <b>Hazlewood c Pant b Ishant 0(1)</b>","Dec 15, 2018 9:24:55 AM",108,3,,W,0
108.2,"Ishant to Starc, <b>out</b> Caught by Pant!! This was on the cards. Starc wasn't showing any signs of spending time in the crease. Sharma kept it simple, pitched it fuller and enticed the batsman to go for it. Starc obliged and swung his bat hastily, thick outside ensues and Pant moves to his left to grab it in front of his face. This dismissal is very similar to the one in the first innings in Adelaide. Australia nine down, subdued celebrations from India. <b>Starc c Pant b Ishant 6(10)</b>","Dec 15, 2018 9:22:49 AM",108,2,,W,0
108.1,"Ishant to Lyon, leg byes, 1 run, slipping down leg, Lyon misses the tickle and gets it off the thigh pad towards fine leg. Shami mops it up","Dec 15, 2018 9:21:53 AM",108,1,1.0,1B,1
107.6,"Shami to Starc, no run, better. Shami goes wide of the crease and lasers it in just outside off, Starc watches it all along and leaves","Dec 15, 2018 9:20:13 AM",107,6,0.0,,0
107.5,"Shami to Starc, no run, poor from Starc. This was dropped on a back of a length, tailing away outside off. Starc feels for it without any intent, inches away from kissing the outside edge","Dec 15, 2018 9:19:36 AM",107,5,0.0,,0
107.4,"Shami to Starc, no run, back of a length delivery wide of off, left alone","Dec 15, 2018 9:18:52 AM",107,4,0.0,,0
107.3,"Shami to Lyon, 1 run, short of length delivery at 134.4kph, Lyon shuffles across and turns it neatly into the mid-wicket pocket for a single","Dec 15, 2018 9:18:16 AM",107,3,1.0,,0
107.2,"Shami to Starc, 3 runs, in-angler from round the wicket, Starc swings his bat and lifts it over mid-wicket off the inside half. Three more to the tally. Ishant from mid-on runs back to hunt it down","Dec 15, 2018 9:17:34 AM",107,2,3.0,,0
107.1,"Shami to Starc, no run, digs it half-way down the track, well outside off and Starc stands motionless, letting pass","Dec 15, 2018 9:16:47 AM",107,1,0.0,,0
106.6,"U Yadav to Starc, 1 run, closed-bat face nudge, it stopped upon reaching Starc, slamming it high on the bat towards mid-wicket","Dec 15, 2018 9:15:35 AM",106,6,1.0,,0
106.5,"U Yadav to Lyon, 1 run, rolling of the wrists from Lyon, gets across and works it through square leg","Dec 15, 2018 9:14:43 AM",106,5,1.0,,0
106.4,"U Yadav to Lyon, no run, banged it short, good wheels and Lyon ducks under it","Dec 15, 2018 9:14:04 AM",106,4,0.0,,0
106.3,"U Yadav to Lyon, 2 runs, tad fuller just outside off, Lyon checks his defence off the meat past mid-off. Just a minamalistic push, it flew away. Two more. Pant takes a few steps forward and has a few words to offer to Lyon","Dec 15, 2018 9:13:33 AM",106,3,2.0,,0
106.2,"U Yadav to Lyon, 2 runs, chipped airly, in the gap at mid-wicket. Two nabbed","Dec 15, 2018 9:13:04 AM",106,2,2.0,,0
106.1,"U Yadav to Lyon, no run, was there a <b>noise</b>? I heard something. The men behind the stumps went up as well, but Yadav shakes his head with a wry smile. Very identical delivery to the one that beat Cummins in his previous over. Held its line after pitching just outside off, Lyon was playing for the original line and the ball moves just enough to elude the edge","Dec 15, 2018 9:12:05 AM",106,1,0.0,,0
105.6,"Bumrah to Starc, 2 runs, aims for the blockhole delivery, turns out to be a low full toss. Whipped through mid-wicket to pick up a brace","Dec 15, 2018 9:10:58 AM",105,6,2.0,,0
105.5,"Bumrah to Starc, no run, 142.3kph, fuller and just outside off, Starc ungainly jabs it to mid-on","Dec 15, 2018 9:10:11 AM",105,5,0.0,,0
105.4,"Bumrah to Starc, no run, Bumrah goes round the wicket and slants it in, jammed back","Dec 15, 2018 9:09:28 AM",105,4,0.0,,0
105.3,"Bumrah to Lyon, 3 runs, shaping back in, clipped through square leg. They will collect three","Dec 15, 2018 9:08:40 AM",105,3,3.0,,0
105.2,"Bumrah to Paine, <b>out</b> Lbw!! Paine has been trapped by Bumrah. Up goes the dreaded finger of umpire Chris Gaffaney and he's reviewed it straightaway. Not a no-ball. No bat either. Ball-tracking says it's hitting the leg-stump, so the on-field call stays. Two wickets in a span of three balls for India, what a turnaround. Bumrah deserved this scalp. Back of a length and skidded through the deck, Paine went deep in his crease and failed to get bat - falls a bit over as well. Misses it altogether as the ball nipped in a fraction to strike him on the pads. In-front of middle and Paine took a chance by going for a review, but in vain. <b>Paine lbw b Bumrah 38(89) [4s-5]</b>","Dec 15, 2018 9:06:48 AM",105,2,,W,0
105.1,"Bumrah to Paine, no run, gets behind the line and defends","Dec 15, 2018 9:05:29 AM",105,1,0.0,,0
104.6,"U Yadav to Pat Cummins, <b>out</b> Bowled!! What a peach from U Yadav. Needed something special like this to remove Cummins. The 69-run stand has been broken. This was on a goodish length, Cummins was fatally caught in the crease - with feet rooted. Should've been forward. It just held it's line after pitching, Cummins was playing for the in-dipper and it beats the outside edge to kiss the off-stump. Beauty! <b>Pat Cummins b U Yadav 19(66)</b>","Dec 15, 2018 9:02:33 AM",104,6,,W,0
104.5,"U Yadav to Pat Cummins, no run, cutting in from a length, Cummins bends a little forward and guides it to point","Dec 15, 2018 9:01:57 AM",104,5,0.0,,0
104.4,"U Yadav to Pat Cummins, no run, tests Cummins with a bouncer, the batsman comfortably sits under it","Dec 15, 2018 9:01:27 AM",104,4,0.0,,0
104.3,"U Yadav to Pat Cummins, no run, gets nicely inside the line and presents a straight bat","Dec 15, 2018 9:00:51 AM",104,3,0.0,,0
104.2,"U Yadav to Pat Cummins, no run, <b>beaten</b>! Top nut from Yadav. Landed on a length, gets it to hold its line and Cummins kept his bat straight, meaning playing for the incoming ball, but the ball changed direction to miss the outside edge by a whisker","Dec 15, 2018 9:00:17 AM",104,2,0.0,,0
104.1,"U Yadav to Pat Cummins, no run, moving away well outside off, left alone","Dec 15, 2018 8:59:43 AM",104,1,0.0,,0
103.6,"Bumrah to Paine, <b>FOUR</b>, gift wrapped and sent to Paine. This was a loose delivery from Bumrah, probably went for the yorker and missed it by a few inches. It ends up as a juicy low full toss and Paine strokes it ram-rod straight down the ground","Dec 15, 2018 8:58:41 AM",103,6,,,0
103.5,"Bumrah to Paine, no run, rib-tickler, cramping Paine for space. The Australian skipper failed to read the extra bounce on this occasion and gets knocked on the midriff area. Of course, he's wearing the protection equipment","Dec 15, 2018 8:57:56 AM",103,5,0.0,,0
103.4,"Bumrah to Paine, no run, whangs it into the pitch, bumper from Bumrah and it kicks up outside off. Paine sways out of the line","Dec 15, 2018 8:57:19 AM",103,4,0.0,,0
103.3,"Bumrah to Paine, no run, <i>140.2kph</i>, Bumrah examines the corridor of uncertainty, but Paine prefers to shoulder arms","Dec 15, 2018 8:56:43 AM",103,3,0.0,,0
103.2,"Bumrah to Paine, no run, shorter again, the line is just outside off and Paine defends it off the back foot into the off-side","Dec 15, 2018 8:56:11 AM",103,2,0.0,,0
103.1,"Bumrah to Paine, no run, short of length and Paine gets very deep in his crease to tuck it to the fielder at short leg","Dec 15, 2018 8:55:37 AM",103,1,0.0,,0
102.6,"U Yadav to Pat Cummins, no run, Cummins was squared up trying to work this outswinger into the on-side, the ball rolls back to the bowler off the outer half of the bat","Dec 15, 2018 8:50:42 AM",102,6,0.0,,0
102.5,"U Yadav to Paine, 1 run, this is nicely played, allowed the short of length delivery to come and played it to close to the body, guiding it to the left of the man at backward point","Dec 15, 2018 8:50:01 AM",102,5,1.0,,0
102.4,"U Yadav to Paine, no run, a loud shot of no from Paine as he defends this short of length delivery to point","Dec 15, 2018 8:49:22 AM",102,4,0.0,,0
102.3,"U Yadav to Paine, no run, short of length delivery outside off stump, Paine taps it towards point","Dec 15, 2018 8:48:49 AM",102,3,0.0,,0
102.2,"U Yadav to Paine, no run, yet another blow on the thigh pad, ""oooh"" is the expression from Paine, he was beaten by this short of length delivery as he tried to flick","Dec 15, 2018 8:48:14 AM",102,2,0.0,,0
102.1,"U Yadav to Paine, no run, genuine outswinger from Umesh and it lures Paine into the drive and beats him all ends up","Dec 15, 2018 8:47:41 AM",102,1,0.0,,0
101.6,"Bumrah to Pat Cummins, no run, fullish and just outside off stump, Cummins defends","Dec 15, 2018 8:46:33 AM",101,6,0.0,,0
101.5,"Bumrah to Paine, 1 run, oh where's this going? Paine has checked his pull shot, lucky that it didn't carrt to mid-wicket, short ball, Paine wasn't in control of the shot","Dec 15, 2018 8:45:57 AM",101,5,1.0,,0
101.4,"Bumrah to Paine, no run, watchfully tries to defend off the back foot, gets an inside edge onto thigh pad","Dec 15, 2018 8:45:13 AM",101,4,0.0,,0
101.3,"Bumrah to Paine, no run, fullish ball outside off stump, Paine defends to point","Dec 15, 2018 8:44:37 AM",101,3,0.0,,0
101.2,"Bumrah to Paine, no run, oh my word! He's really banging this into this surface and getting to it bounce from a good length, the whip of the shoulder there, Paine was completely beaten on the back foot defence","Dec 15, 2018 8:44:02 AM",101,2,0.0,,0
101.1,"Bumrah to Pat Cummins, 1 run, short of length delivery outside off stump, Cummins guides it to third man","Dec 15, 2018 8:43:27 AM",101,1,1.0,,0
100.6,"U Yadav to Paine, no run, full delivery outside off stump, Paine defends it onto his toe","Dec 15, 2018 8:42:26 AM",100,6,0.0,,0
100.5,"U Yadav to Paine, no run, oh Paine tried to leave this good length delivery, but this one kicked up and flew towards Kohli at second slip off the face of the bat, just dropped short of him","Dec 15, 2018 8:41:50 AM",100,5,0.0,,0
100.4,"U Yadav to Paine, no run, good length delivery on the off stump, Paine defends off the front foot","Dec 15, 2018 8:41:14 AM",100,4,0.0,,0
100.3,"U Yadav to Pat Cummins, leg byes, 1 run, appeal for LBW, but this is easily missing leg, hit on the flap of the pad, there was inside edge as well, but the umpire missed it, given leg byes","Dec 15, 2018 8:40:28 AM",100,3,1.0,1B,1
100.2,"U Yadav to Pat Cummins, 2 runs, nicely tucked to the left of mid-wicket for a couple of runs, <b>fifty partnership</b> comes up","Dec 15, 2018 8:39:36 AM",100,2,2.0,,0
100.1,"U Yadav to Pat Cummins, no run, good length delivery on the stumps, Cummins flicks it to mid-wicket","Dec 15, 2018 8:38:59 AM",100,1,0.0,,0
99.6,"Bumrah to Paine, no run, again goes past the bat. Full and wide outside off stump, Paine plays away from the body with no feet and misses. Bumrah has beaten the bat thrice in his first over of the day","Dec 15, 2018 8:37:58 AM",99,6,0.0,,0
99.5,"Bumrah to Paine, no run, short of length delivery angling in, with a bit of bounce, Paine defends it onto the thigh pad","Dec 15, 2018 8:37:20 AM",99,5,0.0,,0
